Side_A,Side_B,Side_C,Triangle_Type
91.76,91.76,91.76,Equilateral
75.0,75.0,75.0,Equilateral
98.29,98.29,98.29,Equilateral
63.0,63.0,63.0,Equilateral
37.0,37.0,37.0,Equilateral
63.0,63.0,63.0,Equilateral
40.0,40.0,40.0,Equilateral
50.0,50.0,50.0,Equilateral
14.0,14.0,14.0,Equilateral
5.0,5.0,5.0,Equilateral
90.0,90.0,90.0,Equilateral
98.0,98.0,98.0,Equilateral
39.0,39.0,39.0,Equilateral
25.0,25.0,25.0,Equilateral
37.0,37.0,37.0,Equilateral
48.0,48.0,48.0,Equilateral
50.0,50.0,50.0,Equilateral
10.29,10.29,10.29,Equilateral
94.33,94.33,94.33,Equilateral
97.0,97.0,97.0,Equilateral
2.43,2.43,2.43,Equilateral
74.0,74.0,74.0,Equilateral
74.76,74.76,74.76,Equilateral
4.0,4.0,4.0,Equilateral
74.0,74.0,74.0,Equilateral
57.0,57.0,57.0,Equilateral
76.73,76.73,76.73,Equilateral
16.0,16.0,16.0,Equilateral
10.0,10.0,10.0,Equilateral
94.0,94.0,94.0,Equilateral
21.63,21.63,21.63,Equilateral
19.0,19.0,19.0,Equilateral
88.0,88.0,88.0,Equilateral
56.95,56.95,56.95,Equilateral
88.0,88.0,88.0,Equilateral
67.0,67.0,67.0,Equilateral
33.0,33.0,33.0,Equilateral
68.0,68.0,68.0,Equilateral
65.0,65.0,65.0,Equilateral
52.0,52.0,52.0,Equilateral
95.0,95.0,95.0,Equilateral
49.14,49.14,49.14,Equilateral
13.0,13.0,13.0,Equilateral
35.0,35.0,35.0,Equilateral
74.0,74.0,74.0,Equilateral
8.76,8.76,8.76,Equilateral
22.0,22.0,22.0,Equilateral
77.0,77.0,77.0,Equilateral
84.0,84.0,84.0,Equilateral
12.0,12.0,12.0,Equilateral
30.0,30.0,30.0,Equilateral
6.0,6.0,6.0,Equilateral
79.6,79.6,79.6,Equilateral
64.0,64.0,64.0,Equilateral
2.0,2.0,2.0,Equilateral
55.0,55.0,55.0,Equilateral
89.0,89.0,89.0,Equilateral
15.1,15.1,15.1,Equilateral
79.0,79.0,79.0,Equilateral
34.0,34.0,34.0,Equilateral
36.0,36.0,36.0,Equilateral
84.02,84.02,84.02,Equilateral
42.0,42.0,42.0,Equilateral
3.0,3.0,3.0,Equilateral
9.0,9.0,9.0,Equilateral
93.39,93.39,93.39,Equilateral
78.0,78.0,78.0,Equilateral
39.95,39.95,39.95,Equilateral
77.52,77.52,77.52,Equilateral
13.55,13.55,13.55,Equilateral
12.45,12.45,12.45,Equilateral
9.0,9.0,9.0,Equilateral
23.0,23.0,23.0,Equilateral
9.0,9.0,9.0,Equilateral
65.0,65.0,65.0,Equilateral
96.1,96.1,96.1,Equilateral
76.0,76.0,76.0,Equilateral
4.23,4.23,4.23,Equilateral
61.0,61.0,61.0,Equilateral
66.0,66.0,66.0,Equilateral
53.0,53.0,53.0,Equilateral
76.0,76.0,76.0,Equilateral
39.0,39.0,39.0,Equilateral
56.0,56.0,56.0,Equilateral
63.0,63.0,63.0,Equilateral
20.0,20.0,20.0,Equilateral
70.75,70.75,70.75,Equilateral
64.0,64.0,64.0,Equilateral
72.98,72.98,72.98,Equilateral
61.0,61.0,61.0,Equilateral
21.0,21.0,21.0,Equilateral
63.0,63.0,63.0,Equilateral
3.4,3.4,3.4,Equilateral
78.4,78.4,78.4,Equilateral
56.0,56.0,56.0,Equilateral
14.0,14.0,14.0,Equilateral
1.0,1.0,1.0,Equilateral
46.0,46.0,46.0,Equilateral
96.12,96.12,96.12,Equilateral
91.0,91.0,91.0,Equilateral
80.12,80.12,80.12,Equilateral
18.8,18.8,18.8,Equilateral
28.89,28.89,28.89,Equilateral
44.0,44.0,44.0,Equilateral
14.0,14.0,14.0,Equilateral
17.0,17.0,17.0,Equilateral
67.0,67.0,67.0,Equilateral
66.34,66.34,66.34,Equilateral
53.0,53.0,53.0,Equilateral
43.95,43.95,43.95,Equilateral
6.0,6.0,6.0,Equilateral
94.97,94.97,94.97,Equilateral
23.0,23.0,23.0,Equilateral
11.0,11.0,11.0,Equilateral
10.0,10.0,10.0,Equilateral
47.0,47.0,47.0,Equilateral
85.0,85.0,85.0,Equilateral
50.18,50.18,50.18,Equilateral
1.0,1.0,1.0,Equilateral
61.0,61.0,61.0,Equilateral
15.0,15.0,15.0,Equilateral
75.0,75.0,75.0,Equilateral
53.26,53.26,53.26,Equilateral
15.0,15.0,15.0,Equilateral
44.0,44.0,44.0,Equilateral
55.0,55.0,55.0,Equilateral
49.0,49.0,49.0,Equilateral
87.0,87.0,87.0,Equilateral
8.0,8.0,8.0,Equilateral
24.79,24.79,24.79,Equilateral
74.0,74.0,74.0,Equilateral
8.0,8.0,8.0,Equilateral
19.12,19.12,19.12,Equilateral
93.67,93.67,93.67,Equilateral
47.0,47.0,47.0,Equilateral
100.0,100.0,100.0,Equilateral
93.0,93.0,93.0,Equilateral
83.0,83.0,83.0,Equilateral
41.0,41.0,41.0,Equilateral
16.0,16.0,16.0,Equilateral
19.0,19.0,19.0,Equilateral
19.31,19.31,19.31,Equilateral
80.0,80.0,80.0,Equilateral
23.0,23.0,23.0,Equilateral
96.0,96.0,96.0,Equilateral
37.37,37.37,37.37,Equilateral
93.22,93.22,93.22,Equilateral
66.0,66.0,66.0,Equilateral
22.49,22.49,22.49,Equilateral
19.92,19.92,19.92,Equilateral
80.0,80.0,80.0,Equilateral
99.0,99.0,99.0,Equilateral
42.0,42.0,42.0,Equilateral
97.0,97.0,97.0,Equilateral
51.7,51.7,51.7,Equilateral
33.0,33.0,33.0,Equilateral
23.0,23.0,23.0,Equilateral
14.65,14.65,14.65,Equilateral
2.0,2.0,2.0,Equilateral
31.94,31.94,31.94,Equilateral
35.0,35.0,35.0,Equilateral
29.0,29.0,29.0,Equilateral
3.0,3.0,3.0,Equilateral
78.0,78.0,78.0,Equilateral
92.0,92.0,92.0,Equilateral
18.08,18.08,18.08,Equilateral
66.22,66.22,66.22,Equilateral
37.0,37.0,37.0,Equilateral
2.16,2.16,2.16,Equilateral
51.0,51.0,51.0,Equilateral
8.55,8.55,8.55,Equilateral
20.0,20.0,20.0,Equilateral
13.0,13.0,13.0,Equilateral
18.22,18.22,18.22,Equilateral
31.84,31.84,31.84,Equilateral
66.56,66.56,66.56,Equilateral
53.0,53.0,53.0,Equilateral
40.0,40.0,40.0,Equilateral
41.0,41.0,41.0,Equilateral
53.0,53.0,53.0,Equilateral
35.0,35.0,35.0,Equilateral
57.0,57.0,57.0,Equilateral
21.0,21.0,21.0,Equilateral
10.0,10.0,10.0,Equilateral
38.0,38.0,38.0,Equilateral
44.0,44.0,44.0,Equilateral
99.0,99.0,99.0,Equilateral
89.0,89.0,89.0,Equilateral
49.0,49.0,49.0,Equilateral
11.0,11.0,11.0,Equilateral
30.0,30.0,30.0,Equilateral
71.0,71.0,71.0,Equilateral
33.0,33.0,33.0,Equilateral
17.0,17.0,17.0,Equilateral
29.0,29.0,29.0,Equilateral
1.0,1.0,1.0,Equilateral
9.0,9.0,9.0,Equilateral
30.0,30.0,30.0,Equilateral
16.41,16.41,16.41,Equilateral
88.93,88.93,88.93,Equilateral
41.28,41.28,41.28,Equilateral
71.0,71.0,71.0,Equilateral
57.0,57.0,57.0,Equilateral
18.0,18.0,18.0,Equilateral
7.0,7.0,7.0,Equilateral
85.0,85.0,85.0,Equilateral
15.5,15.5,15.5,Equilateral
31.0,31.0,31.0,Equilateral
93.0,93.0,93.0,Equilateral
58.0,58.0,58.0,Equilateral
93.0,93.0,93.0,Equilateral
99.0,99.0,99.0,Equilateral
48.43,48.43,48.43,Equilateral
68.0,68.0,68.0,Equilateral
27.0,27.0,27.0,Equilateral
64.0,64.0,64.0,Equilateral
14.0,14.0,14.0,Equilateral
64.0,64.0,64.0,Equilateral
95.0,95.0,95.0,Equilateral
88.0,88.0,88.0,Equilateral
84.0,84.0,84.0,Equilateral
72.5,72.5,72.5,Equilateral
19.0,19.0,19.0,Equilateral
7.0,7.0,7.0,Equilateral
16.0,16.0,16.0,Equilateral
57.0,57.0,57.0,Equilateral
39.0,39.0,39.0,Equilateral
44.99,44.99,44.99,Equilateral
57.42,57.42,57.42,Equilateral
14.0,14.0,14.0,Equilateral
100.0,100.0,100.0,Equilateral
72.15,72.15,72.15,Equilateral
30.0,30.0,30.0,Equilateral
15.0,15.0,15.0,Equilateral
31.0,31.0,31.0,Equilateral
20.99,20.99,20.99,Equilateral
10.43,10.43,10.43,Equilateral
76.0,76.0,76.0,Equilateral
5.0,5.0,5.0,Equilateral
30.0,30.0,30.0,Equilateral
63.0,63.0,63.0,Equilateral
78.0,78.0,78.0,Equilateral
61.82,61.82,61.82,Equilateral
78.0,78.0,78.0,Equilateral
99.0,99.0,99.0,Equilateral
46.0,46.0,46.0,Equilateral
90.0,90.0,90.0,Equilateral
5.69,5.69,5.69,Equilateral
46.0,46.0,46.0,Equilateral
12.0,12.0,12.0,Equilateral
26.48,26.48,26.48,Equilateral
83.52,83.52,83.52,Equilateral
5.0,5.0,5.0,Equilateral
72.24,72.24,72.24,Equilateral
90.4,90.4,90.4,Equilateral
51.0,51.0,51.0,Equilateral
4.0,4.0,4.0,Equilateral
79.0,79.0,79.0,Equilateral
41.8,41.8,41.8,Equilateral
59.0,59.0,59.0,Equilateral
69.89,69.89,69.89,Equilateral
11.0,11.0,11.0,Equilateral
56.0,56.0,56.0,Equilateral
30.0,30.0,30.0,Equilateral
37.0,37.0,37.0,Equilateral
31.0,31.0,31.0,Equilateral
24.0,24.0,24.0,Equilateral
35.0,35.0,35.0,Equilateral
2.01,2.01,2.01,Equilateral
79.0,79.0,79.0,Equilateral
64.0,64.0,64.0,Equilateral
65.0,65.0,65.0,Equilateral
71.72,71.72,71.72,Equilateral
68.0,68.0,68.0,Equilateral
21.0,21.0,21.0,Equilateral
81.0,81.0,81.0,Equilateral
55.05,55.05,55.05,Equilateral
40.44,40.44,40.44,Equilateral
62.0,62.0,62.0,Equilateral
7.31,7.31,7.31,Equilateral
17.0,17.0,17.0,Equilateral
47.0,47.0,47.0,Equilateral
50.0,50.0,50.0,Equilateral
20.36,20.36,20.36,Equilateral
78.0,78.0,78.0,Equilateral
15.14,15.14,15.14,Equilateral
92.0,92.0,92.0,Equilateral
79.99,79.99,79.99,Equilateral
18.0,18.0,18.0,Equilateral
88.0,88.0,88.0,Equilateral
94.48,94.48,94.48,Equilateral
18.9,18.9,18.9,Equilateral
32.0,32.0,32.0,Equilateral
69.0,69.0,69.0,Equilateral
8.93,8.93,8.93,Equilateral
68.0,68.0,68.0,Equilateral
99.0,99.0,99.0,Equilateral
76.0,76.0,76.0,Equilateral
61.0,61.0,61.0,Equilateral
38.87,38.87,38.87,Equilateral
81.0,81.0,81.0,Equilateral
58.0,58.0,58.0,Equilateral
49.0,49.0,49.0,Equilateral
34.0,34.0,34.0,Equilateral
25.0,25.0,25.0,Equilateral
41.0,41.0,41.0,Equilateral
89.66,89.66,89.66,Equilateral
66.0,66.0,66.0,Equilateral
87.0,87.0,87.0,Equilateral
63.0,63.0,63.0,Equilateral
88.0,88.0,88.0,Equilateral
3.0,3.0,3.0,Equilateral
37.0,37.0,37.0,Equilateral
97.0,97.0,97.0,Equilateral
9.0,9.0,9.0,Equilateral
75.06,75.06,75.06,Equilateral
62.0,62.0,62.0,Equilateral
71.0,71.0,71.0,Equilateral
53.0,53.0,53.0,Equilateral
35.0,35.0,35.0,Equilateral
19.0,19.0,19.0,Equilateral
77.0,77.0,77.0,Equilateral
2.0,2.0,2.0,Equilateral
46.0,46.0,46.0,Equilateral
53.0,53.0,53.0,Equilateral
53.01,53.01,53.01,Equilateral
99.0,99.0,99.0,Equilateral
44.0,44.0,44.0,Equilateral
2.0,2.0,2.0,Equilateral
2.0,2.0,2.0,Equilateral
99.0,99.0,99.0,Equilateral
5.0,5.0,5.0,Equilateral
80.0,80.0,80.0,Equilateral
48.0,48.0,48.0,Equilateral
57.0,57.0,57.0,Equilateral
60.0,60.0,60.0,Equilateral
11.0,11.0,11.0,Equilateral
77.0,77.0,77.0,Equilateral
57.0,57.0,57.0,Equilateral
71.0,71.0,71.0,Equilateral
12.0,12.0,12.0,Equilateral
2.19,2.19,2.19,Equilateral
48.0,48.0,48.0,Equilateral
79.0,79.0,79.0,Equilateral
86.0,86.0,86.0,Equilateral
8.56,8.56,8.56,Equilateral
72.0,72.0,72.0,Equilateral
33.0,33.0,33.0,Equilateral
39.0,39.0,39.0,Equilateral
17.0,17.0,17.0,Equilateral
34.0,34.0,34.0,Equilateral
84.0,84.0,84.0,Equilateral
89.0,89.0,89.0,Equilateral
28.0,28.0,28.0,Equilateral
99.0,99.0,99.0,Equilateral
80.85,80.85,80.85,Equilateral
98.0,98.0,98.0,Equilateral
22.0,22.0,22.0,Equilateral
82.0,82.0,82.0,Equilateral
9.0,9.0,9.0,Equilateral
100.0,100.0,100.0,Equilateral
22.67,22.67,22.67,Equilateral
24.0,24.0,24.0,Equilateral
28.32,28.32,28.32,Equilateral
47.0,47.0,47.0,Equilateral
51.71,51.71,51.71,Equilateral
18.0,18.0,18.0,Equilateral
12.0,12.0,12.0,Equilateral
74.0,74.0,74.0,Equilateral
75.0,75.0,75.0,Equilateral
72.0,72.0,72.0,Equilateral
91.08,91.08,91.08,Equilateral
46.0,46.0,46.0,Equilateral
38.0,38.0,38.0,Equilateral
10.0,10.0,10.0,Equilateral
13.0,13.0,13.0,Equilateral
14.53,14.53,14.53,Equilateral
7.0,7.0,7.0,Equilateral
58.0,58.0,58.0,Equilateral
47.0,47.0,47.0,Equilateral
35.0,35.0,35.0,Equilateral
9.0,9.0,9.0,Equilateral
87.28,87.28,87.28,Equilateral
81.0,81.0,81.0,Equilateral
52.0,52.0,52.0,Equilateral
80.0,80.0,80.0,Equilateral
28.0,28.0,28.0,Equilateral
2.0,2.0,2.0,Equilateral
1.0,1.0,1.0,Equilateral
69.24,69.24,69.24,Equilateral
6.0,6.0,6.0,Equilateral
36.4,36.4,36.4,Equilateral
29.0,29.0,29.0,Equilateral
16.0,16.0,16.0,Equilateral
47.0,47.0,47.0,Equilateral
11.51,11.51,11.51,Equilateral
2.0,2.0,2.0,Equilateral
41.68,41.68,41.68,Equilateral
17.0,17.0,17.0,Equilateral
54.68,54.68,54.68,Equilateral
28.0,28.0,28.0,Equilateral
85.81,85.81,85.81,Equilateral
29.0,29.0,29.0,Equilateral
81.0,81.0,81.0,Equilateral
5.0,5.0,5.0,Equilateral
66.0,66.0,66.0,Equilateral
51.0,51.0,51.0,Equilateral
30.0,30.0,30.0,Equilateral
27.0,27.0,27.0,Equilateral
77.58,77.58,77.58,Equilateral
7.0,7.0,7.0,Equilateral
61.0,61.0,61.0,Equilateral
34.0,34.0,34.0,Equilateral
21.44,21.44,21.44,Equilateral
34.65,34.65,34.65,Equilateral
64.0,64.0,64.0,Equilateral
29.0,29.0,29.0,Equilateral
65.0,65.0,65.0,Equilateral
99.0,99.0,99.0,Equilateral
81.0,81.0,81.0,Equilateral
75.88,75.88,75.88,Equilateral
4.0,4.0,4.0,Equilateral
51.0,51.0,51.0,Equilateral
4.0,4.0,4.0,Equilateral
62.72,62.72,62.72,Equilateral
54.0,54.0,54.0,Equilateral
56.0,56.0,56.0,Equilateral
44.0,44.0,44.0,Equilateral
89.0,89.0,89.0,Equilateral
67.0,67.0,67.0,Equilateral
77.82,77.82,77.82,Equilateral
3.0,3.0,3.0,Equilateral
79.0,79.0,79.0,Equilateral
35.0,35.0,35.0,Equilateral
49.0,49.0,49.0,Equilateral
69.06,69.06,69.06,Equilateral
79.0,79.0,79.0,Equilateral
26.0,26.0,26.0,Equilateral
48.0,48.0,48.0,Equilateral
74.0,74.0,74.0,Equilateral
87.0,87.0,87.0,Equilateral
66.51,66.51,66.51,Equilateral
53.0,53.0,53.0,Equilateral
70.0,70.0,70.0,Equilateral
46.33,46.33,46.33,Equilateral
59.0,59.0,59.0,Equilateral
8.0,8.0,8.0,Equilateral
52.0,52.0,52.0,Equilateral
73.0,73.0,73.0,Equilateral
8.0,8.0,8.0,Equilateral
74.0,74.0,74.0,Equilateral
54.0,54.0,54.0,Equilateral
54.0,54.0,54.0,Equilateral
51.0,51.0,51.0,Equilateral
37.97,37.97,37.97,Equilateral
76.0,76.0,76.0,Equilateral
37.0,37.0,37.0,Equilateral
38.0,38.0,38.0,Equilateral
49.0,49.0,49.0,Equilateral
10.0,10.0,10.0,Equilateral
33.0,33.0,33.0,Equilateral
80.0,80.0,80.0,Equilateral
21.0,21.0,21.0,Equilateral
36.0,36.0,36.0,Equilateral
56.0,56.0,56.0,Equilateral
27.0,27.0,27.0,Equilateral
45.0,45.0,45.0,Equilateral
29.0,29.0,29.0,Equilateral
10.0,10.0,10.0,Equilateral
73.0,73.0,73.0,Equilateral
38.0,38.0,38.0,Equilateral
56.0,56.0,56.0,Equilateral
35.0,35.0,35.0,Equilateral
9.0,9.0,9.0,Equilateral
40.0,40.0,40.0,Equilateral
10.0,10.0,10.0,Equilateral
34.0,34.0,34.0,Equilateral
31.82,31.82,31.82,Equilateral
86.0,86.0,86.0,Equilateral
78.0,78.0,78.0,Equilateral
4.0,4.0,4.0,Equilateral
94.0,94.0,94.0,Equilateral
35.0,35.0,35.0,Equilateral
92.0,92.0,92.0,Equilateral
52.35,52.35,52.35,Equilateral
4.0,4.0,4.0,Equilateral
21.43,21.43,21.43,Equilateral
75.0,75.0,75.0,Equilateral
67.0,67.0,67.0,Equilateral
72.76,72.76,72.76,Equilateral
61.61,61.61,61.61,Equilateral
14.0,14.0,14.0,Equilateral
96.0,96.0,96.0,Equilateral
27.0,27.0,27.0,Equilateral
89.0,89.0,89.0,Equilateral
56.0,56.0,56.0,Equilateral
22.48,22.48,22.48,Equilateral
39.0,39.0,39.0,Equilateral
29.57,29.57,29.57,Equilateral
93.98,93.98,93.98,Equilateral
52.0,52.0,52.0,Equilateral
2.0,2.0,2.0,Equilateral
70.8,70.8,70.8,Equilateral
12.14,12.14,12.14,Equilateral
71.59,71.59,71.59,Equilateral
37.0,37.0,37.0,Equilateral
1.0,1.0,1.0,Equilateral
20.49,20.49,20.49,Equilateral
64.0,64.0,64.0,Equilateral
13.0,13.0,13.0,Equilateral
91.0,91.0,91.0,Equilateral
83.0,83.0,83.0,Equilateral
34.0,34.0,34.0,Equilateral
82.59,82.59,82.59,Equilateral
22.62,22.62,22.62,Equilateral
84.0,84.0,84.0,Equilateral
94.03,94.03,94.03,Equilateral
30.0,30.0,30.0,Equilateral
94.37,94.37,94.37,Equilateral
29.0,29.0,29.0,Equilateral
29.0,29.0,29.0,Equilateral
28.0,28.0,28.0,Equilateral
22.0,22.0,22.0,Equilateral
36.12,36.12,36.12,Equilateral
51.0,51.0,51.0,Equilateral
18.0,18.0,18.0,Equilateral
38.0,38.0,38.0,Equilateral
97.0,97.0,97.0,Equilateral
42.0,42.0,42.0,Equilateral
42.0,42.0,42.0,Equilateral
100.0,100.0,100.0,Equilateral
87.0,87.0,87.0,Equilateral
16.0,16.0,16.0,Equilateral
58.0,58.0,58.0,Equilateral
42.07,42.07,42.07,Equilateral
2.0,2.0,2.0,Equilateral
95.0,95.0,95.0,Equilateral
13.0,13.0,13.0,Equilateral
96.0,96.0,96.0,Equilateral
67.42,67.42,67.42,Equilateral
88.32,88.32,88.32,Equilateral
76.0,76.0,76.0,Equilateral
20.0,20.0,20.0,Equilateral
60.0,60.0,60.0,Equilateral
62.0,62.0,62.0,Equilateral
59.0,59.0,59.0,Equilateral
27.0,27.0,27.0,Equilateral
45.0,45.0,45.0,Equilateral
67.0,67.0,67.0,Equilateral
65.0,65.0,65.0,Equilateral
39.0,39.0,39.0,Equilateral
19.0,19.0,19.0,Equilateral
77.0,77.0,77.0,Equilateral
25.85,25.85,25.85,Equilateral
37.0,37.0,37.0,Equilateral
39.0,39.0,39.0,Equilateral
35.62,35.62,35.62,Equilateral
86.14,86.14,86.14,Equilateral
37.93,37.93,37.93,Equilateral
10.0,10.0,10.0,Equilateral
17.0,17.0,17.0,Equilateral
89.0,89.0,89.0,Equilateral
47.4,47.4,47.4,Equilateral
74.92,74.92,74.92,Equilateral
96.0,96.0,96.0,Equilateral
81.0,81.0,81.0,Equilateral
29.21,29.21,29.21,Equilateral
97.0,97.0,97.0,Equilateral
87.0,87.0,87.0,Equilateral
47.0,47.0,47.0,Equilateral
86.0,86.0,86.0,Equilateral
8.0,8.0,8.0,Equilateral
48.0,48.0,48.0,Equilateral
8.0,8.0,8.0,Equilateral
97.0,97.0,97.0,Equilateral
78.0,78.0,78.0,Equilateral
47.0,47.0,47.0,Equilateral
11.36,11.36,11.36,Equilateral
30.0,30.0,30.0,Equilateral
4.0,4.0,4.0,Equilateral
61.0,61.0,61.0,Equilateral
56.0,56.0,56.0,Equilateral
90.0,90.0,90.0,Equilateral
82.11,82.11,82.11,Equilateral
63.6,63.6,63.6,Equilateral
32.0,32.0,32.0,Equilateral
55.0,55.0,55.0,Equilateral
57.0,57.0,57.0,Equilateral
4.0,4.0,4.0,Equilateral
64.0,64.0,64.0,Equilateral
9.0,9.0,9.0,Equilateral
55.0,55.0,55.0,Equilateral
26.05,26.05,26.05,Equilateral
42.0,42.0,42.0,Equilateral
71.28,71.28,71.28,Equilateral
45.56,45.56,45.56,Equilateral
5.0,5.0,5.0,Equilateral
59.0,59.0,59.0,Equilateral
25.0,25.0,25.0,Equilateral
82.0,82.0,82.0,Equilateral
55.0,55.0,55.0,Equilateral
41.0,41.0,41.0,Equilateral
77.88,77.88,77.88,Equilateral
15.0,15.0,15.0,Equilateral
55.0,55.0,55.0,Equilateral
20.0,20.0,20.0,Equilateral
15.0,15.0,15.0,Equilateral
19.69,19.69,19.69,Equilateral
3.0,3.0,3.0,Equilateral
31.2,31.2,31.2,Equilateral
38.0,38.0,38.0,Equilateral
36.3,36.3,36.3,Equilateral
34.23,34.23,34.23,Equilateral
100.0,100.0,100.0,Equilateral
53.0,53.0,53.0,Equilateral
55.16,55.16,55.16,Equilateral
55.43,55.43,55.43,Equilateral
20.0,20.0,20.0,Equilateral
28.78,28.78,28.78,Equilateral
5.02,5.02,5.02,Equilateral
10.0,10.0,10.0,Equilateral
97.0,97.0,97.0,Equilateral
61.0,61.0,61.0,Equilateral
67.0,67.0,67.0,Equilateral
53.71,53.71,53.71,Equilateral
62.62,62.62,62.62,Equilateral
94.0,94.0,94.0,Equilateral
33.0,33.0,33.0,Equilateral
71.0,71.0,71.0,Equilateral
40.0,40.0,40.0,Equilateral
61.39,61.39,61.39,Equilateral
32.0,32.0,32.0,Equilateral
40.53,40.53,40.53,Equilateral
28.92,28.92,28.92,Equilateral
84.0,84.0,84.0,Equilateral
48.21,48.21,48.21,Equilateral
37.0,37.0,37.0,Equilateral
54.04,54.04,54.04,Equilateral
87.0,87.0,87.0,Equilateral
60.0,60.0,60.0,Equilateral
30.0,30.0,30.0,Equilateral
49.44,49.44,49.44,Equilateral
65.0,65.0,65.0,Equilateral
4.63,4.63,4.63,Equilateral
40.0,40.0,40.0,Equilateral
19.65,19.65,19.65,Equilateral
10.0,10.0,10.0,Equilateral
5.0,5.0,5.0,Equilateral
52.31,52.31,52.31,Equilateral
10.0,10.0,10.0,Equilateral
82.65,82.65,82.65,Equilateral
91.0,91.0,91.0,Equilateral
2.0,2.0,2.0,Equilateral
9.0,9.0,9.0,Equilateral
66.0,66.0,66.0,Equilateral
72.37,72.37,72.37,Equilateral
61.42,61.42,61.42,Equilateral
58.0,58.0,58.0,Equilateral
5.0,5.0,5.0,Equilateral
97.53,97.53,97.53,Equilateral
48.0,48.0,48.0,Equilateral
8.33,8.33,8.33,Equilateral
90.0,90.0,90.0,Equilateral
94.0,94.0,94.0,Equilateral
84.0,84.0,84.0,Equilateral
19.0,19.0,19.0,Equilateral
65.0,65.0,65.0,Equilateral
54.0,54.0,54.0,Equilateral
87.0,87.0,87.0,Equilateral
9.0,9.0,9.0,Equilateral
26.0,26.0,26.0,Equilateral
89.56,89.56,89.56,Equilateral
30.0,30.0,30.0,Equilateral
58.0,58.0,58.0,Equilateral
53.29,53.29,53.29,Equilateral
57.0,57.0,57.0,Equilateral
65.0,65.0,65.0,Equilateral
21.12,21.12,21.12,Equilateral
99.99,99.99,99.99,Equilateral
35.0,35.0,35.0,Equilateral
49.0,49.0,49.0,Equilateral
64.3,64.3,64.3,Equilateral
53.0,53.0,53.0,Equilateral
10.39,10.39,10.39,Equilateral
36.0,36.0,36.0,Equilateral
77.9,77.9,77.9,Equilateral
58.0,58.0,58.0,Equilateral
80.0,80.0,80.0,Equilateral
35.0,35.0,35.0,Equilateral
3.0,3.0,3.0,Equilateral
43.0,43.0,43.0,Equilateral
95.0,95.0,95.0,Equilateral
4.78,4.78,4.78,Equilateral
65.0,65.0,65.0,Equilateral
41.89,41.89,41.89,Equilateral
75.0,75.0,75.0,Equilateral
26.0,26.0,26.0,Equilateral
54.0,54.0,54.0,Equilateral
75.0,75.0,75.0,Equilateral
54.0,54.0,54.0,Equilateral
40.86,40.86,40.86,Equilateral
16.0,16.0,16.0,Equilateral
99.0,99.0,99.0,Equilateral
74.0,74.0,74.0,Equilateral
1.0,1.0,1.0,Equilateral
18.61,18.61,18.61,Equilateral
62.0,62.0,62.0,Equilateral
39.0,39.0,39.0,Equilateral
100.0,100.0,100.0,Equilateral
57.86,57.86,57.86,Equilateral
5.0,5.0,5.0,Equilateral
69.0,69.0,69.0,Equilateral
65.0,65.0,65.0,Equilateral
9.82,9.82,9.82,Equilateral
84.0,84.0,84.0,Equilateral
98.0,98.0,98.0,Equilateral
7.0,7.0,7.0,Equilateral
23.4,23.4,23.4,Equilateral
56.0,56.0,56.0,Equilateral
48.0,48.0,48.0,Equilateral
78.6,78.6,78.6,Equilateral
96.48,96.48,96.48,Equilateral
52.0,52.0,52.0,Equilateral
59.0,59.0,59.0,Equilateral
60.0,60.0,60.0,Equilateral
60.0,60.0,60.0,Equilateral
24.0,24.0,24.0,Equilateral
63.0,63.0,63.0,Equilateral
89.0,89.0,89.0,Equilateral
9.0,9.0,9.0,Equilateral
62.0,62.0,62.0,Equilateral
30.0,30.0,30.0,Equilateral
11.0,11.0,11.0,Equilateral
45.0,45.0,45.0,Equilateral
9.0,9.0,9.0,Equilateral
43.0,43.0,43.0,Equilateral
20.96,20.96,20.96,Equilateral
53.02,53.02,53.02,Equilateral
41.0,41.0,41.0,Equilateral
90.0,90.0,90.0,Equilateral
23.0,23.0,23.0,Equilateral
19.0,19.0,19.0,Equilateral
45.77,45.77,45.77,Equilateral
21.49,21.49,21.49,Equilateral
74.0,74.0,74.0,Equilateral
86.42,86.42,86.42,Equilateral
5.0,5.0,5.0,Equilateral
21.0,21.0,21.0,Equilateral
65.0,65.0,65.0,Equilateral
33.4,33.4,33.4,Equilateral
41.0,41.0,41.0,Equilateral
87.0,87.0,87.0,Equilateral
97.94,97.94,97.94,Equilateral
27.98,27.98,27.98,Equilateral
24.0,24.0,24.0,Equilateral
78.0,78.0,78.0,Equilateral
98.0,98.0,98.0,Equilateral
95.0,95.0,95.0,Equilateral
33.0,33.0,33.0,Equilateral
65.0,65.0,65.0,Equilateral
4.0,4.0,4.0,Equilateral
75.45,75.45,75.45,Equilateral
98.0,98.0,98.0,Equilateral
83.0,83.0,83.0,Equilateral
66.0,66.0,66.0,Equilateral
95.88,95.88,95.88,Equilateral
32.0,32.0,32.0,Equilateral
81.44,81.44,81.44,Equilateral
25.0,25.0,25.0,Equilateral
59.43,59.43,59.43,Equilateral
66.07,66.07,66.07,Equilateral
74.0,74.0,74.0,Equilateral
75.0,75.0,75.0,Equilateral
59.0,59.0,59.0,Equilateral
69.0,69.0,69.0,Equilateral
38.0,38.0,38.0,Equilateral
